id,商品名称,销售价格,月销量,评论量,商品人气值
529826548622,欧莱雅男士炭爽水润劲爽去油活泉洗发水套装 去头屑控油 清爽洁净 ,115,356,2124,1790
582950425912,韩国爱敬进口香氛洗发水柔顺持久留香顺滑滋养洗发露600ml*2瓶 ,65,5119,3888,12252
596746163117,日本TAMANOHADA进口玉肌无硅洗发水护发素 薰衣草套装540ml*2 ,136,221,33,192
43813258090,【屈臣氏】套装 欧莱雅透明质酸水润洗发露700毫升X3件 ,130,107,82,186
19809109237,【屈臣氏】欧莱雅精油润养洗发露700ML 滋润修护 ,67,227,2249,3652
42734827809,L＇oreal/欧莱雅 沙龙洗护染后护色洗发水 ,238,11,101,206
560338727270,施华蔻洗发水朱一龙氨基酸多效修护洗护套装护发素改善干枯防毛躁 ,48,92,154,360
36091230562,施华蔻洗护水漾精华滋养洗发水护发素套装正品柔顺干枯补水洗发露 ,198,22,224,1338
546525064331,Schwarzkopf/施华蔻 多效修护19套装 ,69.9,124,78,246
520836690564,联合利华凌仕契合香氛喷雾150ml+清扬男士活力运动洗发水500g套装 ,82.9,29,879,958
557110801107,联合利华清扬植觉润养石榴无硅洗发水露+精华护发素正品380ml*2 ,75.9,2427,27965,79008
552691921309,CLEAR/清扬 头皮滋养护理多效水润养护型去屑洗发露 ,99,256,126,374
552694589338,清扬去屑洗发露樱花沁爽型750ml 洗发乳 ,99,177,76,202
588354797620,清扬洗发水清扬男士去屑洗发露活力运动薄荷型200ml 500ml 1000ml ,29.8,19,63,38
565288655707,Shiseido/资生堂 护理道凝时焕发洗发露 ,336,11,13,102
44999037824,资生堂水之密语净澄水活洗护套装600ml*2瓶 倍润型洗发水 ,108,10,20,70
540740783681,资生堂水之密语净澄水活洗发水/露600ml*2瓶家庭装套装控油型清爽 ,99,12,147,202
563628213249,日本资生堂玛馨妮洗发水护发素套装450ml*2女 柔顺 滋养 ,137,12,56,194
535926151860,资生堂惠润绿野芳香洗护套装替换装400ml*2袋洗发水护发素2件套 ,78,10,100,140
555677280619,COCOESSENCE/遇见香芬 水润蛋白多效香芬 洗发乳 ,78,394,11283,12340
572136043804,阿迪达斯男士洗发水露沐浴露套装男洗头膏控油洗护旅行持久留香味 ,76.99,1010,3521,5626
560362908780,荷森氏 男士无硅油洗发水 ,44.8,48364,91338,102328
520794486670,Claude Galien 香疗黄金洗发润膏COCO香型(无硅油) ,88,277,2864,8354
594294913712,古龙洗发水男士专用香味持久留香去屑止痒控油清爽除螨香水洗头膏 ,49.9,2270,4843,1448
546328540184,霸王 姜汁首乌去屑洗发精华素 ,38,319,207,360
582949622724,Moist Diane/黛丝恩 植萃水润轻盈型 ,192,794,1100,5420
561037407213,Leonor Greyl 蜂胶洗发露 ,318,320,1247,6950
568902328323,Aussie袋鼠洗发水300ml*2+发膜250ml奇迹水润头发蓬松柔顺套装女 ,179.9,427,950,5122
587468124016,COCOESSENCE/遇见香芬 桃花蜜语润泽修护洗发露 ,248,344,1191,2538
13994723839,法贝儿小粉瓶洗发护发二合一儿童洗发水 男女宝宝温和柔顺洗发露 ,88,1194,1590,1492
573821318907,George caroll/乔治卡罗尔 卓亚-黑金男士香水洗发水 ,62.9,6427,7196,10164
581841772351,霸王 女士防脱洗发液 ,59,482,5313,6378
580436107314,PAHKEN/帕克 经典丝滑洗发乳+护发素+沐浴露 ,78.8,393,6850,16098
592633985729,阿芙生姜头皮洗发露护发乳500ml 洗发水护发素控油无硅油干枯毛躁 ,99,185,43,198
549054309858,botanist 植物性头皮护理洗发水 ,125,669,2203,7976
564664362166,熊野油脂 马油洗发水 ,49,937,1440,3158
549039210467,ESTANDARD 玫瑰精油洗发水 ,394,200,1619,11228
43501479005,杜兰轩尼丝 淘米水洗发米桨 ,39,642,1981,3124
552766914131,施华蔻斐丝丽紫玉兰烫染修护洗发水护发素680ml正品香氛洗护 ,79,997,4950,9182
595774864732,韩国formula of beauty美丽艾拉无硅油洗发水柔顺 玛咖珑网红套装 ,198,241,44,474
581623895674,力士洗发水露液洗头膏护发素沐浴乳露家庭套装持久留香旗舰男女士 ,42.9,673,553,796
580836477689,雨洁 去屑控油洗发露 ,41,3109,3643,2496
578175107897,RAUSCH/路丝 柳皮滋养护理洗发露 ,128,249,265,848
578084396059,KAN KI ROU/柑气楼 柑橘滋养洗发露 ,178,897,2269,8750
573598996688,RYO/吕 吕滋养韧发密集强韧洗发水 （油性头皮） ,86,336,501,1486
42890295723,发雅丝 防脱育发洗发露 ,238,312,1297,2040
592630386220,韵の堂 淘米水臻萃养发系列 ,89.9,5385,1823,2852
557242607924,澳宝 香氛洗发精华乳(燕窝水润盈动) ,29.9,1529,1449,2654
556938115732,日本资生堂玛馨妮洗发水露护发素套装女450ml*2柔顺香水型 ,146,699,2788,9036
567695916083,Beaver/博柔 樱花菁华洗发露 ,79,868,2133,5490
574049004644,理发师 直发垂坠顺滑亮泽洗发水 ,69.9,1165,29301,45156
570118787451,植观氨基酸洗发水沐浴露液二合一儿童洗发水小孩宝宝婴儿洗护2合1 ,129,1012,2087,3576
575629900214,Neutrogena/露得清 修复受损发质洗发露 ,69,1242,633,4594
589177542882,台湾进口小猪佩奇儿童宝宝止痒洗发水天然温和滋润沐浴露套装无泪 ,79.9,278,53,152
570282578024,BEE＆FLOWER/蜂花 无硅洗发露750ml ,43.9,784,4130,7412
562109326465,SOVYA/索薇娅 白茶去屑控油洗发水 ,59,1817,14255,15912
547991432009,Alpecin C1阿佩辛咖啡因防脱洗发水 ,99,928,3186,10416
574974516209,HAIR RECIPE/发の食谱 Hair Recipe发之食谱扁桃仁柔顺洗发水润发乳 ,129,393,1153,6382
551889349838,DOMELAY/朵美莱 洗发水+护发素 ,89,539,3636,3634
568900216432,Aussie白袋鼠修护洗发水300ml+护发素250ml干枯烫染受损改善毛躁 ,149.9,400,9632,47300
14890335725,oba/欧芭 48H高营养洗发乳霜A11 ,46,146,241,382
42285258497,A’Gensn/安安金纯 薰衣草黑亮倍柔洗发露 ,33.3,500,3538,4644
556822218137,资生堂玛馨妮旅行装洗发水浴液套装50ml*3护发素沐浴露小样女便携 ,38,3043,6117,22386
578865204801,SCENT LIBRARY/气味图书馆 香氛洗发露（凉白开香型） ,85,1861,3818,21514
584698084696,RYO/吕 极蔘润黑补发洗发液 ,233,40,38,408
591031352015,乔治卡罗尔男士洗发水沐浴露套装古龙持久留香控油去屑膏洗浴组合 ,89.9,2054,1404,2064
577227033337,清扬 男士洗发套装 活力运动薄荷 500g*3+200g ,99.9,6196,65588,42070
572510442136,海飞丝洗发水 去屑洗发露丝质柔滑型700ml*2+补充装200ml ,99.9,8532,30739,16642
586899463269,【态度瓶】施华蔻羊绒脂烫染修护洗发水露护发洗头膏洗护套装1.2L ,129,76,112,262
559819218955,施华蔻恒时珍粹欧米茄修护洗发水护发素洗护套装滋养干枯500ml ,109,271,2512,7738
38126335664,阿道夫 祛屑止痒洗发水+护发素+沐浴露 ,172,22,139,402
559965414916,阿道夫 茶麸无硅油洗发水(控油清盈) ,98,76,1143,2982
539914168206,REJOICE/飘柔 滋润去屑洗发露 ,85,5505,31762,31698
566076098274,潘婷洗护套装白金双管家族无硅油洗发水护发素修护女300ml+300ml ,119,2988,6012,19954
575956979801,海飞丝洗发水1000ml正品套装丝质柔滑去屑止痒旗舰店官方旗舰男女 ,79.9,322,1190,1070
571171205774,【官方正品】紫吕洗发水护发乳滋养韧发强韧(油性)3件套装400ml*3 ,294,6,105,550
586163824305,海飞丝洗发水男女士丝质柔滑型去屑止痒清爽控油型旗舰店官方旗舰 ,99,297,390,314
589608466464,【官方正品】红吕修护损伤蓬松洗护套装 400ml洗发水+200ml护发乳 ,136,14,11,108
583653174201,海飞丝洗发水丝质柔滑致美水润80ml*2瓶+致美水润80ml护发素套装 ,19.8,282,351,702
569965635301,海飞丝丝质柔滑洗发水男女士去屑止痒家庭洗发露700ml/930ml正品 ,33.8,63,226,154
521059076007,L＇oreal/欧莱雅 多效修复洗发露 ,40,112,460,1176
575673690827,L'OREAL /欧莱雅 奇焕精油洗发露(奇焕奢卷) ,89,217,472,1866
562120899144,【直营】The body shop/美体小铺 香蕉洗发水400ml ,89,412,755,2988
543213775588,熊野油脂 无硅马油洗发水 ,54,2278,16794,29088
563675773364,CLEAR/清扬 润养去屑洗发露 ,79.9,17,55,220
22522371200,【屈臣氏】 施华蔻水凝胶原修护洗发露600mlx2件 补水滋养保湿 ,143,30,15,52
582617765958,屈臣氏 Hair Recipe发之食谱无花果洗护套装 清爽丰盈洗发水 ,129,939,823,3642
574150409663,欧莱雅大金瓶奇焕炫亮两件套440ml*2 洗发水精油护发素套装 ,189,124,412,3004
555784858273,施华蔻洗护羊绒脂洗发水护发素套装女士补水柔顺修护染烫受损 ,109,21,58,108
532037880865,施华蔻8金无硅油蓬松洗发水护发素套装男女控油精油防毛躁干枯 ,94,138,1500,3900
588555610467,RYO/吕 吕(Ryo)含光耀护金萃养护洗发水400ml ,88,13,12,24
525875741414,L＇oreal/欧莱雅 透明质酸水润72h去屑洗发露倍爽 ,19.9,101,398,594
21038996112,L＇oreal/欧莱雅 精油润养3X洗发露 ,19.9,87,1495,1734
588354797620,清扬洗发水清扬男士去屑洗发露活力运动薄荷型200ml 500ml 1000ml ,29.8,19,63,38
521395091787,清扬洗发水去屑止痒控油樱花男女洗发露洗头膏旗舰店官方旗舰正品 ,71.5,152,187,436
595711080707,清扬去屑洗发水 650ml 樱花沁爽 持久留香氨基酸 洗发露 全家男女 ,42.8,52,2,18
535926151860,资生堂惠润绿野芳香洗护套装替换装400ml*2袋洗发水护发素2件套 ,78,10,100,140
586754537980,飘柔洗发水1000ml*2瓶家庭装男女去油去屑止痒控油旗舰店官方旗舰 ,59.9,400,1045,734
568337545010,博倩 香氛洗发乳 ,69.9,2157,15250,24480
541412947791,日本 esprincess公主魔法香气无硅洗发水护发素洗护套装滋养头发 ,85,614,5987,18066
544852666144,好迪 好迪精华素洗发水750ml丝质顺滑 ,49.9,1262,22570,8466
533890557189,Aekyung/爱敬 可希丝挚爱香氛洗发露 ,99,25,2251,6230
562035759480,SOVYA/索薇娅 姜花臻养修护洗护套组 ,79,1737,7868,11760
576580181663,A’Gensn/安安金纯 橄榄油去屑柔顺洗发露 ,45,5537,1615,1318
578239260964,Sivia/仙维娜 清爽去油去屑洗发露 ,48,516,305,370
589167814541,日本amino mason洗发水氨基酸无硅油修护男女清爽控油洗发露450ml ,148,624,597,3142
556828156371,植观氨基酸洗发水护发素洗护套装去屑止痒控油清爽洗头膏露男女 ,198,698,6035,15206
556803161035,botanist 修护洗发水 ,125,713,2134,9026
591981002056,LAHAR POWER/原泥动力 姜泥头皮养护洗发水 ,89,1127,401,872
575844761458,Living Proof 丰盈洗发水236ml ,245,707,921,11270
592558473915,海瑟薇氨基酸生姜洗发水蓬松滋养柔顺修复发根去屑男女士洗头膏 ,69,2124,127,5436
587805856457,Shiseido/资生堂 ROSARIUM玫瑰园天然玫瑰香洗发水 ,89,75,47,390
548313443285,徽歌 女人香洗发水加护发素 ,69.9,341,9966,15926
580904574632,PWU朴物大美小苍兰无硅油洗发水护发素香氛沐浴露组合套装3瓶装 ,169.9,1422,5994,21518
576478992387,日本资生堂丝蓓绮洗发水护发素套装315ml*2 自然花香修复头发毛躁 ,79,76,117,650
9326649794,水之密语净澄水活洗发露600ml倍润型修护凝润水护资生堂洗发水女 ,59,9,67,2984
575332652987,CABELO/卡蓓诺 育发洗发水（加强型） ,168,404,224,1440
594392661285,蜗蜗免洗喷雾头发去油蓬松神器去异味懒人免水洗头发喷雾洗发水 ,59,959,130,1234
565554442670,CYNOS/伊诺思 酸性洗发水 ,39.9,4860,11064,8746
592534094872,资生堂护理道专业美发防脱育发洗护套装 生发精华液 防掉发洗发水 ,868,34,24,138
573984983421,b2v 墨藻丝滑修护洗发水 ,109,1685,2640,7242
559836708047,Batiste/碧缇丝 免水洗发喷雾多香型 ,59,1584,4718,10542
597138515764,日本进口资生堂惠润鲜花芳香绿野芳香男士女士600ml洗发露 洗发水 ,49.8,220,27,142
539194312886,植观氨基酸蓬松洗发水修护护发素套装251g*2丰盈蓬松滋养修护头发 ,188,312,4887,14894
544802989589,SOFTTO/索芙特 防脱育发香波 ,59,862,1168,2532
591759356193,韩国mba防脱发洗发水防脱增发密发生发神器男女士增长育发生发液 ,128,275,59,390
542242353309,EUSEMIA/欧善美 男士赋活洗发水 ,69.9,983,37663,23226
566231922607,A’Gensn/安安金纯 男士清爽控油洗发水 ,39.9,1153,11856,12082
577989910548,Danz/丹姿 丹姿丝维丽香氛洗发乳（臻致修护） ,59,713,543,2266
591893402098,EUSEMIA/欧善美 欧善美男士洗发露 ,69,1285,849,562
547702587959,A’kin 迷迭香洗发水 ,129,1037,5022,33284
593820634875,霸王 姜汁温养去屑洗发液 ,39,939,370,810
576880799229,日本资生堂丝蓓绮洗发水护发素套装315ml*2 男女士清爽控油去头屑 ,79,63,83,482
581440481175,syoss丝蕴无硅水润750ml洗发水男女洗护套装控油去屑水润保湿润发 ,26.9,794,1321,1318
15611846473,ie点 活力固发洗护套组 ,250,209,1002,11308
570966455125,丝域（化妆品） 桉净洗发露 ,98,208,1900,1932
580477731502,REVEUR 头皮养护型洗发水 ,99,422,566,2594
563843949850,隆力奇清爽控油洗发水正品家庭装男女士冼发去屑止痒去头屑洗头膏 ,29.9,1646,6988,5552
532653857886,杜兰轩尼丝 老姜乌黑浓密洗发浆 ,49.6,1030,6457,6070
45597062957,罗曼诺正品无硅油洗发水沐浴露男套装去屑控油清凉薄荷洗发液男士 ,96,301,1845,1580
544578371698,真姿彩香水洗发水1L+沐浴露1L持久留香洗沐套装 男女洗头水家庭装 ,44.8,703,53420,21216
560141830112,Leonor Greyl 植物均衡洗发露 ,308,235,930,5442
530933232969,Mustela妙思乐婴幼儿洗发露200ml 温和无泪洗发水法国原装进口 ,68,1047,3240,4044
578227987806,Perfumelife/香鉴 天然香氛洗发水 ,59,2185,1453,4330
561168937597,SCENT LIBRARY/气味图书馆 香氛无硅油洗发露 ,85,655,1375,5736
556620744303,SYOSS/丝蕴 去油净屑洗发露 ,25.8,980,6059,4512
592182144655,韩国Ryo红吕进口洗发水修复烫染损伤去头屑滋润防脱发500ml*2瓶 ,85,1356,431,1206
592629506895,韩国RYO进口黄吕防脱固发洗发水洗发露深层滋养500毫升*2瓶 ,89,636,149,408
530521292940,VS沙宣 洗发水护发素套装垂坠质感洗发露洗头膏发膏男女士500ml*2 ,99.9,1911,26093,35636
560099580280,沙宣 臻养裸感洗发水 ,69,3145,3869,9478
550308634334,SEEYOUNG/滋源 无患子控油滋养洗头水 ,79.9,21238,158101,278330
523735978042,SEEYOUNG/滋源 茶籽控油去屑洗头水 ,79.9,8179,24620,31262
574483535683,Dove/多芬 空气感保湿无硅洗发露 ,134.9,6872,15766,62644
41359526649,霸王 霸王女士防脱洗发水 ,59,7077,33381,57258
569839067785,霸王 首乌固发洗发液 ,49,3564,10532,17770
537226854141,霸王 生姜强根赋活洗发露 ,49.9,9063,88159,108094
526410708736,飘柔洗发水1000ml家庭装正品去油去屑止痒男女套装旗舰店官方旗舰 ,49.9,2592,4383,4058
583141498993,KLORANE/康如 丰盈洗发水 ,168,1564,1019,6416
577610596731,巴登魔瓶迷迭香洗护套装药鼠尾草牛蒡根洗发水护发素双重控油除螨 ,128,3907,11248,65212
40516401614,LUSH 蓝海洋洗发皂 Seanik ,98,474,1633,7868
586742419543,日本KAO/花王Merit儿童洗发水护发素宝宝弱酸性无硅油男女孩 ,114,1489,949,2604
538641272384,欧倍青 C1 防脱洗发水250ml ,79,3755,9467,21232
539341460345,Rene Furterer/馥绿德雅 馥绿德雅复合精油强健洗发露单只 ,158,1352,1725,6392
592436999846,海洋诗韵 生姜防脱育发 ,88,5184,1671,19162
562659520973,The body shop/美体小铺 生姜洗发水 ,99,1234,6031,26208
39015401094,琴叶 生姜疗发防掉控油洗发水 ,39.9,3728,9932,19152
575434032136,日本KAO/花王Merit儿童洗发水新生儿弱酸性无硅油泡沫洗发水300ml ,59,613,812,1814
546415012875,Kiehl＇s/科颜氏 氨基椰香洗发啫喱 ,180,305,1373,8814
567674664508,RE-SHOW/瑞丝 姜暖强根健发洗发1+1 ,56,547,2076,5482
9126016918,Swisson/蕴特优能 丝净原萃去屑洗发水 ,198,1095,1851,15860
39157748103,Lux力士大白瓶杨幂水润丝滑男女士正品洗发水护发素套装500ml*2 ,54.9,7989,51922,67304
538815641636,欧倍青 欧倍青咖啡因洗发露C1 Alpecin 250ml + 欧倍青滋养液 200ml ,168,1785,5208,13208
564621247795,syoss丝蕴无硅水润洗发水500ml*2瓶无硅油控油保湿男女士套装 ,45,1719,5901,9398
536586241399,L’Oreal professionnel/巴黎欧莱雅沙龙专属 沙龙洗护系列油脂平衡洗发水 ,139,1027,1106,8436
41073057248,COCOESSENCE/遇见香芬 柔净清爽香芬洗发乳 ,39.8,551,22128,17556
45136193828,Lux力士大白瓶新活炫亮洗发水护发素男女士正品洗护套装500ml*2 ,59.9,1093,5534,9428
540681037991,潘婷 乳液修护洗发露 ,48.8,1918,3106,3166
40665751983,syoss丝蕴无硅水润洗发水护发素套装无硅油清爽控油洗发露套装T6 ,58,1194,8422,11572
527697631160,Batiste/碧缇丝 免水洗发喷雾(柔亮金棕) ,49,2398,77131,108902
563049358523,潘婷 排浊赋能头皮洗发露 ,33.9,1323,1708,6744
523047215600,采乐 去屑洗发露(丝质顺滑) ,49.9,10209,80126,74634
524896003961,蜂花 无硅滋养洗发露 ,39.9,3029,10529,14126
525806943944,POLA/宝丽 馥美修护洗发露 ,270,808,2578,24610
538880137096,徽歌 淘米水洗发乳+护发素 ,56,31434,155486,197336
545825747079,舒蕾 山茶花焗油莹亮洗发露 ,54.9,16836,126474,105820
524943724465,蜂花 无硅油水润洗发露750ml ,44.9,2149,10152,12842
38215024596,拉芳 去屑养护营养营养柔顺护理洗发露1L ,39.8,32334,249111,204784
37366941496,阿道夫 轻柔+护发 ,62,1799,9468,22734
522617495196,阿道夫 轻柔丝滑洗发乳液248ML ,79,333,3290,14066
521876070033,施华蔻8金精油柔顺无硅油洗发水控油滋养洗头膏护发素套装女1.2L ,149,36387,41784,96450
522553326561,施华蔻多效修护19香水型洗头膏氨基酸洗发水护发素洗护套装1.2L ,129,37626,113426,214646
522197935672,KERASTASE/卡诗 赋活洗发水 ,260,2810,7489,30548
545050620330,KERASTASE/卡诗 滋养恒护洗发水2号 ,380,5784,9923,37796
536976800442,阿道夫 控油+护发 ,55,1098,7777,9734
577409846510,阿道夫 茶树精油男士洗发水(祛屑止痒) ,123,None,1146,1408
576697039573,海飞丝 防脱洗发露 ,239,2826,3725,18954
530766990717,海飞丝去油去屑止痒洗发水套装控油洗发露男女士清爽洗头膏500*2 ,79.9,3071,3831,4220
551145750441,RYO/吕 紫吕滋养韧发清爽型洗护礼盒 ,156.8,2479,2569,1364
537544389256,资生堂玛馨妮无硅油洗发水护发素套装450ML*2 染烫修复轻盈蓬松 ,142,1975,10067,39576
587448835731,RYO/吕 38红吕礼盒 ,122,570,472,2338
537505274067,资生堂玛馨妮无硅油洗发水护发素套装(滋养顺滑)450mLX2瓶装日本 ,142,1964,8657,33504
549381312105,阿道夫 轻柔丝滑洗发乳液系列 ,88,26789,321150,354820
36768145809,海飞丝 怡神冰凉洗发水 ,55.8,17948,95171,26168
37596329821,包邮 CLAER/清扬去屑洗发露 多效水润养护型男女士洗发水套装 ,69.9,713,1952,2024
14970911758,海飞丝 去屑洗发露止痒呵护型 ,55.8,13444,40004,14582
42462567371,欧莱雅美发洗发水透明质酸无硅油洗护套装1.8L 补水控油 ,129,1449,14244,36532
586088577299,海飞丝洗发水旗舰店官方旗舰正品男女士控油型去屑止痒送袋装套装 ,99,630,915,838
17097598795,联合利华清扬洗发水露控油平衡型女士去头屑清洁正品500ml*2套装 ,112,1508,2663,5432
537712019842,欧莱雅美发透明质酸控油去头屑无硅油女士洗发水套装400ml*2 ,67,558,2931,8622
527143995745,CLEAR/清扬 去屑洗发露(樱花沁爽型) ,59.6,None,57845,60318
590648807698,联合利华清扬植觉净透保湿樱花无硅油洗发露+护发素男女士380ml*2 ,99.9,26291,4258,5538
545672700489,CLEAR/清扬 去屑洗发露(控油平衡型) ,68.9,2280,11077,12444
551908853068,韩国Ryoe进口绿吕控油去屑止痒无硅油洗发露洗发水油性发500ml ,59,2822,16292,27006
555857529396,韩国RYOE进口黄吕防脱固发无硅油滋养洗发水洗发露500ml*2瓶 ,89,6434,11967,25014
533818355881,植观 氨基酸洗发水 ,99,4256,14778,41178
43682924516,施华蔻洗发水护发素洗护套装多效修护19香水型洗发露洗头膏男女士 ,79,509,5822,13180
22045883193,正品施华蔻水漾精华洗发水套装护发素女官方旗舰店同款洗护1L+1L ,198,310,921,8476
582090281114,L＇oreal/欧莱雅 茶树植萃去屑舒缓洗发露 ,46,807,1296,2708
583452546566,欧莱雅精油润养护发柔顺持久留香洗发露女士洗发水护发素洗护套装 ,159.9,1038,837,2704
534302962311,L'OREAL/欧莱雅 透明质酸水润去屑洗发露(倍爽) ,19.9,986,7784,13264
45824128035,L'occitane/欧舒丹 草本精华纯净洗发露 ,520,934,5101,13758
571351136683,【屈臣氏】施华蔻8金纯盈润精油洗发露600ml+润发乳600ml ,100,513,609,1762
577196120105,植观 马尾松深层养护氨基酸洗头慕斯 ,139,7914,22131,144630
572423852164,RYO/吕 紫吕洗发水（单瓶装） ,59,546,376,948
523077598425,力士洗发水露乳沐浴露护发素套装持久留香家庭装男女士官方旗舰店 ,54.9,1168,13962,17564
524574621085,沙宣 垂坠质感洗发露 ,139,4529,33405,43080
566960631930,沙宣 轻润裸感洗发水 ,109,5893,38432,81892
523184787812,SEEYOUNG/滋源 无患子控油清爽洗头水 ,119,2748,45969,73552
18829390371,霸王 防脱洗发液 ,89,2808,20645,24134
41121506638,SEEYOUNG/滋源 生姜强根健发洗头水 ,189,3072,53816,97038
521733607551,霸王 防脱洗发液(控油去屑型) ,59,1937,7847,11598
526315876879,沙宣洗发水750ml正品男士女士修护水养止痒控油旗舰店官方旗舰 ,39.9,1718,15436,15346
35562439290,syoss丝蕴深层修护洗发水护发素洗护套装洗发露500ml+润发乳500ml ,40,1094,5525,9546
538662574935,欧倍青 欧倍青咖啡因洗发露C1 * 2 ,148,1553,5903,8468
564884084076,杨幂力荐力士小晶钻樱花无硅油洗发水露护发素套装450ml*2 ,89.9,11258,29493,86742
542546460252,笛梵洗护套装正品蜗牛原液补水发膜毛囊净化洗发水官方旗舰店官网 ,193,642,4967,14660
577774745526,Claude Galien 蓝风铃香水洗发露 ,109,2581,5451,25270
583147677561,TriptychOfLune/三谷 蓝色控油去屑洗发水 ,79,84765,39201,352746
558842434981,力士洗发水露液洗头膏沐浴露乳护发素持久留香套装家庭装男女士 ,59.9,3143,7180,9384
4032115741,章光101 101reshow瑞丝防脱香波 ,89,2474,9611,10986
595200078881,德生源灵芝首乌润养洗发液黑发何首乌洗发水白发变黑转黑乌发液 ,70.1,8762,2784,10392
45399688885,syoss丝蕴水润顺滑洗发水500ml+护发素500ml套装补水柔顺修护受损 ,40,870,2384,3974
568105595879,满婷 清螨洗发水*1 ,49,8530,16207,19606
564230510279,韩方五谷 玲珑香芬营养洗发乳 ,39,26137,86151,162680
583141117549,triptychoflune三谷氨基酸洗发水护发素套装女丰盈蓬松柔顺无硅油 ,158,70104,50323,776108
565063987338,Lux力士春日桃花沁香洗发水桃花浅香沐浴露男女士套装750ml+720g ,67.9,3724,13503,23258
527054929573,HAIR RECIPE 奇异果控油丰盈无硅油 ,99,179,349,2290
531823819892,惠润 柔净洗发露(绿野芳香)600ml ,68,3589,5100,14532
578740840578,AUSSIE 保湿蓬松修复洗发水 ,89,1679,1422,6018
586455769814,笛梵 植萃滋养轻盈赋活洗发乳 ,68,4134,12545,15240
45012689309,REJOICE/飘柔 家庭护理兰花长效洁顺水润洗发露 ,29.8,2202,8286,10898
586932233968,正品飘柔洗发水家庭装1L*2瓶清爽去屑洗发露长效水润洗头膏大瓶装 ,57.8,3033,2084,2600
573067300299,发雅丝 发雅丝防脱洗发露 ,138,952,1553,3024
15167958431,these/陶丝 茶树控油平衡乳 ,159,1895,6395,17054
533581515935,日本熊野油脂进口去屑防脱发男女无硅控正品马油洗发水护发素套装 ,89,1328,26335,66684
563509223488,舒蕾 蚕丝柔滑洗发露 ,39.9,4156,3949,5076
538879205504,徽歌 小黑裙香水洗发水+护发素 ,56,3823,46698,61294
532630129330,Rene Furterer/馥绿德雅 舒缓清润洗发露单只 ,158,516,2109,7514
41539951775,资生堂惠润绿野无硅油洗护600ml*2+220ml*2洗发水护发素改善毛躁 ,134,1858,11082,36892
521250510421,Mane＇n Tail Mane 'n Tail美国箭牌 经典配方洗发水355ml ,58,3779,14525,46708
20552815690,满婷 6955655600911 ,56,12107,13766,45352
40482591365,LUSH 头皮拜拜洗发皂 Soak And Float ,98,346,2005,10088
40266647987,Flower noble/名花贵族 1分钟快速干洗喷雾 ,23.8,2886,27769,59640
37625005796,丰添 防脱发洗发液（女用） ,128,3485,5657,40742
526949174291,Rene Furterer/馥绿德雅 强韧活力洗发露单支 ,158,685,1539,7482
592287826070,HAIR RECIPE Hair Recipe发之食谱苹果姜滋养无硅油水果洗发水530ml+530g ,169,10222,4256,20348
543267297739,贝亲婴儿洗发沐浴二合一 新生儿宝宝洗发水沐浴露洗护用品IA170 ,69,1008,14143,32830
575863484586,阿道夫 亮泽丝滑洗发香乳 ,88,163161,343642,474354
17424453308,施华蔻羊绒脂滋养烫染发后修护损伤男女士洗发水护发素套装1.2L ,129,13126,18334,27784
521245361045,Schwarzkopf/施华蔻 男士 薄荷活力洗发露 ,69,1185,2642,5478
542518585081,阿道夫 防脱育发洗发水 ,87,16226,26600,44160
548110638117,KERASTASE/卡诗 头皮系列去屑净化洗发水 ,240,3452,8770,20908
569850347787,【官方正品】卡诗赋活洗发水500ml蓬松丰盈细软稀发立体男女士 ,400,4890,3547,16890
575762953504,宝洁海飞丝防脱青春水套装 男女防脱发洗发水液露洗头膏营养液 ,199,25714,27517,167872
561853925065,海飞丝 微米净透水润致美去屑洗发露 ,99.9,7064,27569,39082
587170049614,RYO/吕 紫（油性）礼盒 ,140,717,540,2456
536236255485,Shiseido/资生堂 MACHERIE莓果珍珠洗发水 ,88,1190,4713,14466
579548344852,RYO/吕 绿吕舒盈清润洗发水+蓝吕舒盈清润护发乳 ,140.8,698,1342,4420
596274156306,资生堂FINO美容复合精华洗发水滋润型550mL*2 修护染烫受损发质 ,158,795,127,344
581954026772,阿道夫 净屑舒爽洗发水 ,88,29555,8913,5518
574552349665,CLEAR/清扬 清扬男士活力运动去屑洗发露 ,62.9,7662,19079,7410
569961000533,阿道夫洗发水沐浴露套装洗沐组合装正品男士去屑止痒旗舰店官网 ,98,735,2528,2334
522606662792,阿道夫 轻柔+幽香 ,123,28,1246,1762
571665238404,欧莱雅大金瓶奇焕奢卷精油洗发水持卷护发素洗护套装 持久留香 ,179,1384,4595,13798
521997117660,欧莱雅美发透明质酸水润控油去头屑洗发水露700ml*3套装持久留香 ,149,1849,7729,14358
586656035906,海飞丝洗发水1000ml袋装清爽去油型去屑止痒男女士旗舰店官方旗舰 ,39.9,2421,1853,1832
586957823677,清扬植觉樱花净透保湿无硅油去屑洗发露微醺香氛正品380ml*2套装 ,99.9,678,5471,18728
559993935772,清扬植觉润养石榴耔精华去头屑洗发露无硅油男女士380ml*2 ,89.9,621,3870,12674
570956563296,海飞丝 新生去屑洗发露（怡神冰凉型） ,38.8,583,668,806
576856507505,CLEAR/清扬 男士去屑洗发露(活力运动薄荷型) ,69.9,1601,582,360
