id,商品名称,销售价格,月销量,评论量,商品人气值
594262384498,【新品】力士小晶钻悠然绿意无硅油洗发水护发素套装男女450ml*2 ,99.9,302,106,590
40865553816,香港正品COCO香氛洗发水护发素套装去油滋润修护持久留香家庭装 ,69.9,797,8365,20346
570455775398,George caroll/乔治卡罗尔 男士黑金洗发水 ,49.9,1278,20999,15726
523136876580,PAHKEN/帕克 女人香洗发水加护发素 ,78,986,9271,23154
584804943108,舒蕾 波卡莉香水润焕活头皮护理洗发露 ,55,776,1299,7774
542564545132,熊野油脂 PHARMAACT洗护二合一洗发水 ,59,449,1660,5124
593147834457,【新品上市】云南白药养元青洗发水 控油健发防脱密发洗发乳500ml ,87.8,548,234,754
39202825133,老姜王生姜汁洗发水露头皮按摩膏洗护套装防掉育发液长发剂洗头 ,49,1038,4741,13910
558952119702,Moist Diane/黛丝恩 黛丝恩植萃洗发水 ,102,5932,16173,163686
527582096481,熊野油脂 Pharmaact无添加洗发水 ,59,556,971,3572
567854493134,海洋诗韵 生姜防脱生发洗发水 ,85,501,4846,11564
521260026964,姜梓新力荐 美国箭牌无硅控油胱氨酸洗发水护发素套装防脱发修复 ,99,2346,6399,23422
40555334173,汉喜 荷塘月色洗发水+护发素 ,58,752,23969,23934
582907405336,蜗蜗 纯姜洗发露 ,108,349,2466,3138
559433843764,霸王 育发防脱洗发液 ,109,5417,9580,15658
520307070766,琴叶 还原酸性滋润保湿洗发水 ,19.9,923,7295,9864
579650648289,植物主义孕妇洗发水沐浴露套装怀孕期专用洗护品去屑止痒洗头正品 ,68,1335,2556,3686
16993947116,SCALP－D/丝凯露－D MAN OILY SHAMPOO ,358,374,2341,13834
523218749166,琴叶威丝婷还原酸性去屑控油护发素洗发水受损头发修护洗护套装 ,85,505,4005,6158
535435544582,Shiseido/资生堂 护理道头皮生机系列洗发露 ,208,25,163,828
594840523880,【新品】力士小晶钻无硅油馥悦繁花洗发水护发素套装男女450ml*2 ,89.9,760,225,724
37623241455,丰添 防脱发洗发液（男用） ,128,489,2500,7910
543831492907,Difaso/蒂花之秀 八植精华调养洗发乳 去屑止痒 ,33.9,1184,9245,8340
587919193966,Puwubeauty/朴物大美 香氛柔顺洗发水 ,129,2099,2895,8884
39279504539,COCOnatural 水润蛋白滋养双效香芬洗发乳 ,39.9,1549,20511,30266
574809402272,马丁 洁净去屑洗发露 ,39.8,1029,15926,6874
553706127231,米叻男士沐浴露洗发水套装控油去屑洗发露持久留香沐浴乳家庭装 ,339,215,520,1088
557784825718,三个魔发匠 香氛控油清爽洗发露 ,39.9,46634,14610,43644
585689061055,舒蕾 奢养葡萄籽精油洗发露 ,39.9,1197,700,686
552307245288,菲诗小铺梦中邂逅初恋甜心香水洗发水600ml*2 大容量 清洁发丝 ,89,442,948,2946
545690718947,采乐 酮康采乐去屑洗发水 ,98.8,529,4975,5606
570271485472,George caroll/乔治卡罗尔 男士海洋洗发水沐浴露 ,99.9,509,2562,3114
560105597553,Leonor Greyl 蜂蜜洗发露 ,248,348,2163,17792
590146684960,日本amino mason氨基酸清爽樱花洗发水护发素套装官方正品450ml*2 ,338,767,787,12618
545152099806,海飞丝 去屑洗发露(丝质柔滑型) ,64.8,2304,5775,2436
536674892078,阿道夫 滋润修护洗发水 ,55,4538,11409,3944
17551037896,Schwarzkopf/施华蔻 水凝胶原修护洗发露 ,89,171,1884,4762
537935561635,Schwarzkopf/施华蔻 火山岩净洁洗发露 ,69,861,4570,3698
564889191434,REJOICE/飘柔 家庭护理兰花长效清爽去屑洗发露 ,39.9,51412,30310,27120
596055319353,阿道夫 轻柔丝滑洗发水中样 ,21,300,767,468
44581637995,潘婷去油洗发水液露套装柔软顺滑修护 男女士洗头膏发冼发水500*2 ,64.9,10209,34586,61850
565415687163,【官方旗舰 】卡诗白金赋活洗发水细软稀发立体丰盈充盈男女士 ,260,125,82,512
568756575501,RYO/吕 花茶清漾凝润保湿护发乳(油性头发) ,88,40,192,570
35823850362,海飞丝 男士去屑洗发露多效水润动能型 ,28.9,81,213,134
560487612083,RYO/吕 金吕含光耀护金萃养护洗护套组200g+200ml ,96,113,495,1478
560173241536,海飞丝洗发水丝质柔滑去屑止痒洗头露套装男女士400ml送80ml*2瓶 ,39.9,449,737,1086
538424815363,海飞丝洗发水丝质柔滑型去屑洗发露750ml滋润柔顺男女家庭装正品 ,56.9,361,120,120
589343083369,海飞丝 0%硅油 微米净透水润 去屑洗发露 ,42.9,264,13,36
540717285151,日本玉肌进口百年品牌芬芳无硅油洗发水洗发露540ml*2自由搭配 ,178,2088,3906,15730
39132738272,欧莱雅美发精油润养洗发水露套装700ml*3 修复滋润 持久留香 ,156,74,3264,10180
559277555176,欧莱雅美发茶树植萃控油去头屑洗发水护发素洗护套装正品持久留香 ,119,130,7460,18632
558403899381,【直营】法国进口Klorane蔻萝兰/康如芍药头皮舒缓洗发水400ml ,89,3484,5521,21830
39245738188,L＇oreal/欧莱雅 密集滋养洗发水 ,76,61,482,1124
548378202756,正品欧莱雅丝泉净化洗发水2瓶装1200ml男女士去屑止痒控油无硅油 ,128,34,276,344
42795915539,L＇oreal/欧莱雅 专家洗护强韧焕发洗发水 ,108,71,950,3546
571351276970,【屈臣氏】施华蔻水凝胶原修护洗发露600ml+润发乳600ml 新老包装 ,145,16,8,34
594914268975,【屈臣氏】HairRecipe发之食谱无花果清爽丰盈洗发露水530ml*2瓶 ,129,633,192,726
588364546010,施华蔻羊绒脂滋养修护洗发水露护发素男女士洗护套装1.4L改善毛躁 ,88,69,50,206
520210937202,施华蔻洗发水护发素头发洗护套装保湿修复干枯洗头膏洗发露女 ,49,17,110,402
591661171647,联合利华清扬植觉净透保湿去屑洗发露樱花微醺控油无硅油380ml*2 ,99.9,9399,9199,29858
588555610467,RYO/吕 吕(Ryo)含光耀护金萃养护洗发水400ml ,88,13,12,24
588196032773,RYO/吕 吕(Ryo)含光耀护营润修护洗发水920ml ,118,46,18,48
526952572607,清扬洗发水露男女家庭装套装去屑止痒去油洗头膏正品旗舰店官方 ,68.9,311,213,614
524840945919,日本进口资生堂 惠润无硅油洗发绿野芳香洗发水220ml柔顺滋养秀发 ,33,66,173,320
44950008537,日本资生堂惠润柔净绿野芳香洗护套装600ml*2瓶洗发水护发素共2瓶 ,103.8,34,136,352
559736480782,沙宣 洁净去屑男士洗发露 ,31.8,509,3077,1382
564863329268,REJOICE/飘柔 丰盈飘逸微米净透洗发露 ,44.8,1055,4896,7176
36127025829,清扬洗发水男女通用去屑洗头膏洗发露多效水润型官方正品 ,63.9,104,2290,5954
595903832442,清扬 男士洗发水 650g 活力运动薄荷 去屑 控油去味 清爽 洗发露 ,42.8,17,2,4
546172164801,清扬洗发水露液乳洗头膏去屑止痒控油香旗舰店官方旗舰套装男女士 ,56.9,351,6292,3150
528846926469,日本熊野油脂无添加孕妇洗发水孕妇可用去屑无硅油止痒控油防脱 ,99,335,1156,3538
520870120915,添乐哆啦A梦洗发露儿童专用3-6-12岁男女孩宝宝柔顺润洗发水650g ,34.9,1127,971,1332
565396904858,Greenkosy/绿色溪谷 椰油净爽去屑洗发液 ,139,2210,3041,3032
564767158648,安质 az安质乳酸素调理洗发露 ,328,464,1239,4804
547768580536,睿嫣润膏 舒盈滋养洗发水 ,98,11655,78325,116418
13292465516,资生堂洗发水套装 丝蓓绮奢耀柔艳洗发水750ml*3瓶 滋润柔顺 ,145,20,102,364
557893817997,丝蕴 syoss洗发水露护发素套装家庭洗头膏液改善毛躁香味男女通用 ,29.9,2358,22680,23610
567474133114,丰添Foltene女用防掉发洗发水护发素套装头发营养液 ,218,1407,1371,6982
570279112917,润丝丹 植物生姜洗发水 ,69.9,7700,71764,67644
13621061979,TSUBAKI/丝蓓绮 奢耀柔艳洗发露 ,73,825,2021,1868
551960359529,DOMELAY/朵美莱 洗发+护发+沐浴 ,89,875,5503,5236
573363408181,云南白药 小养生姜洗发露(强根健发) ,52,454,897,2288
567053361074,Aesop伊索 均衡洗发露 500mL ,300,244,798,4816
558605804431,Moist Diane/黛丝恩 摩洛哥油洗发水 头皮养护丰盈型 ,76,1089,5393,17358
522165331510,隆力奇 新活力去屑洗发水（清爽控油型） ,29.9,1650,6643,5156
595812371944,正品满婷除螨洗发水男女去屑止痒控油去螨虫头螨头皮屑神器洗头膏 ,39,382,100,244
577314034646,CARDISS CSA01 ,58,10455,14728,116400
569990736588,依风 无硅油生姜洗发水 ,29.8,19033,14287,8176
566321341415,Revlon/露华浓 生姜精华洗发水 ,45,1045,5973,21466
585822234286,Kerastase卡诗神仙精油双重菁纯修护液100ml护发神仙金油头发 ,299,31,41,348
574181429959,MARO 男士洗发水3D立体丰盈型 ,138,2108,1457,10006
586634873195,SEEYOUNG/滋源 无患子保湿滋养洗头水 ,59.9,421,371,768
573037095029,Aussie袋鼠丰盈洗发水300ml+强韧修护发膜250ml 蓬松护理套装女 ,149.9,1044,3922,15898
596483122853,迷迭香除螨洗发水清香去屑止痒控油香味持久留香男女去螨虫洗头膏 ,39,718,186,564
569313624405,草方 艾草去屑洗发剂 ,59,1130,3507,5238
587529543557,The body shop/美体小铺 生姜头皮护理洗发露 ,96,744,179,548
569473356714,菲诗小铺持久留香浪漫邂逅沐浴露500ml+洗护套装400ml*2家庭装 ,79,700,283,596
39249042540,香港正品COCO洗发水沐浴露套装男士女士除屑去痒持久留香家庭装 ,59.9,613,7649,15886
532685339875,拉芳 轻盈纯净无硅油洗发露 ,39.9,1551,107690,61226
535595216122,COCOVEL/蔻露薇 水润蛋白强韧控油洗发乳 ,39.8,1346,113296,54848
541949776165,六神洗发水无硅油薄荷洗发水控油清新爽450ml洗发精净透控油舒爽 ,30,834,5947,5378
577103656269,德敏舒儿童专用洗发水宝宝止痒去屑柔顺无硅油3-15女孩6-12岁女童 ,68,450,415,1252
593927925797,韩国进口RYO吕洗发水红吕绿吕黄棕吕紫吕黑吕多效滋润任选2瓶 ,119,22,10,16
576524508585,Adidas/阿迪达斯男士沐浴露洗发水洗面奶香体走珠 四合一套装控油 ,59.9,493,921,2148
592601071647,资生堂专业美发护理道头皮生机洗发水500ML护发素260G洗护套装 ,640,20,9,34
540019993946,Zooly/卓蓝雅 防脱育发洗发露 ,116,353,567,1204
545114735109,阿原 柠檬洗发水 ,188,316,971,1956
575851713382,蜂花无硅油生姜健发洗护套装旅行装洗发水护发素套装100ml*2 ,19.9,863,1456,3654
544030941813,Comoos/苏玫氏 强韧焕发调理洗发露 ,160,710,1919,2008
595115453142,氨基酸无硅油香水洗发水护发素持久留香洗护沐乳液膏套装去屑控油 ,59.9,1571,666,3584
585252577406,selsun blue Selsun洗发水 ,69,10512,24405,38644
560464458883,好迪 活力水润丝滑洗发水750ml ,39.9,2565,8376,4678
581439053446,丝蕴无硅水润洗发水护发素套装无硅油护发男女家庭装控油净屑柔顺 ,19.9,5123,5007,6820
45804017111,SEEYOUNG/滋源 茶籽控油去屑套装(油性头皮适用) ,79.9,449,9055,14372
542328009245,阿道夫去屑舒爽少年派同款洗发水420ml护发素420ml洗护套装840ml ,79,17344,59811,49518
549616687040,L'OREAL /欧莱雅 茶树植萃去屑净油洗发露 ,49.9,4897,18499,12068
527298603165,Schwarzkopf/施华蔻 辣木籽净透无硅洗发露 ,99,338,1931,6374
531977860671,施华蔻8金纯盈润精油无硅油洗发水护发洗护套装修护毛燥1.4L ,189,115,915,12560
561777628713,潘婷 排浊赋能头皮洗发露 ,89,19963,67970,174844
547633771867,REJOICE/飘柔 净油顺爽微米净透洗发露 ,89,24308,159046,211696
559920865645,【官方正品】紫吕洗发水滋养韧发强韧洗护套装(中干性)200ml*2 ,116,66,711,3104
560117152674,RYO/吕 吕含光耀护金萃养护洗发水 ,48,62,463,1068
559163009022,万宁海飞丝洗发水男女士怡神冰凉清爽去屑止痒控油洗头发膏露正品 ,59,461,65,158
561854277898,海飞丝 致美水润去屑洗发露 ,79.9,58,229,326
566343082673,海飞丝（Head & Shoulders）幽香馥郁去屑洗发露洗发水750ml/瓶 ,59.8,20,49,66
41794634655,海飞丝 去屑洗发露(怡神冰凉型) ,59.9,70,94,128
35177735437,海飞丝 丝源复活组合头皮净化洗发露530ml ,65.9,61,245,490
39270880684,欧莱雅精油润养洗发水护发素洗护套装1.8L 持久留香 ,129,183,31499,57540
537840422815,欧莱雅美发多效修复洗发水修复受损强韧发丝  滋润干枯 改善毛躁 ,156,81,515,1414
543286625264,日本熊野油脂进口马油无硅油防脱洗发水+护发素洗护套装 2瓶 ,75,9029,21979,37748
582950425912,韩国爱敬进口香氛洗发水柔顺持久留香顺滑滋养洗发露600ml*2瓶 ,65,5119,3888,12252
39141332926,L＇oreal/欧莱雅 净化洗发水 ,78,209,1957,3936
42771295313,L＇oreal/欧莱雅 沙龙洗护油脂平衡洗发水 ,238,30,284,544
549394370884,【屈臣氏】施华蔻赋芮深海臻护洗发露400ml ,129,14,73,370
22473351396,Schwarzkopf/施华蔻 水凝胶原修护洗发露 ,89,76,92,192
543549355027,Schwarzkopf/施华蔻 8金纯盈润精油旅行装 ,89,112,105,278
44932029026,Shiseido/资生堂 惠润柔净洗发露(鲜花芳香) ,68,18,256,5496
45183822335,资生堂惠润无硅油洗发水套装柔净鲜花芳香洗发露600ml*2 柔软顺滑 ,105,14,75,160
37501381459,清扬洗发水男士去屑止痒洗头膏洗发露清爽控油型官方正品 ,27.9,36,904,558
528313132906,清扬洗发水男女通用去屑洗头膏洗发露樱花沁爽型官方正品 ,42.9,22,144,244
570010418722,CLEAR/清扬 去屑洗发露樱花沁爽型 ,29,16,27,92
587147117569,Dove/多芬 柔顺盈润洗发露 ,32.8,1053,1811,3464
595711080707,清扬去屑洗发水 650ml 樱花沁爽 持久留香氨基酸 洗发露 全家男女 ,42.8,52,2,18
572627317864,韩国Ryo红吕洗发水中草药修复烫染损伤男女滋润改善毛躁400ml*2瓶 ,85,36,359,1606
580100012421,韩国Ryo红吕洗发水中草药修复烫染损伤男女滋润改善毛躁400ml*3瓶 ,119,31,84,244
531142489025,SOFTTO/索芙特 汉草6级防脱防脱育发香波 ,98.9,477,4836,4692
585173375538,茀洛莉娅 　米雅诗防脱洗发露 ,128,3856,5836,16074
541966313759,六神无硅油人参柔顺洗发水720ml男女通用洗发露洗发乳改善干燥 ,39,556,2014,1668
573323701294,云南白药养元青洗发水 小养普洱茶控油500ml 无硅油洗头膏男女 ,40,846,1714,4040
583154609799,【推荐套装】triptychoflune三谷洗发水护发沐浴套组嫩滑蓬松控油 ,227,740,584,2224
565099592594,davines/大卫尼斯 自然亮泽洗发水250ml ,228,621,1064,8940
569515849700,mese/美多丝 水漾丝滑洗发水 ,89,2159,7846,9992
593742116175,飘柔洗发水护发素套装香水型香味持久留香男女控油旗舰店官方旗舰 ,39.9,482,135,340
573783593507,b2v 墨藻丰盈修护洗发水 ,89,6715,1983,2294
575140146668,PAHKEN/帕克 迷迭香非离子洗发水护发素沐浴露 ,89,471,2473,6268
587568858435,遇见香芬官方旗舰黑裙洗发水护发素沐浴露 洗护三件套装洗头膏小 ,78,466,695,2426
558837370542,黛丝恩Moist Diane摩洛哥精油无硅油日本洗发水护发素套装500ml ,148,610,3312,10690
533233737824,Shiseido/资生堂 护理道露蜜焕彩洗发露 ,192,9,95,432
543204216314,Bio Secure/安悦 滋养平衡洗发露 ,188,526,759,2166
578103223728,Danz/丹姿 香氛洗护-300g丹姿丝维丽香氛洗发乳（奢养柔顺） ,89,4283,5018,13584
576666864853,HAIR RECIPE/发の食谱 Hair Recipe发之食谱苹果姜滋养无硅油水果洗发水280ml+280g进口 ,129,867,5032,22526
563138064574,George caroll/乔治卡罗尔 乐缘海洋香水洗发水沐浴露 ,49.9,16855,38312,39708
556903329248,蜂花樱花沐浴露无硅油啤酒花生姜洗发水护发素洗护套装550ml*3 ,79.8,379,2816,5552
535659666517,Difaso/蒂花之秀 奢养修护洗发萃乳(臻宠修护柔韧丝滑) ,59.9,474,2332,2716
587224057619,Ficce Code 菲诗蔻 生姜健发洗发水 ,89,2236,882,5720
594180340134,Aussie袋鼠凝雾去油蓬松便携免洗头发喷雾干发清爽女180ml ,149,1108,1060,4840
588145193121,Skin Menu/肌肤之食 海盐去屑控油洗发膏 ,50,2183,1759,10172
577391772981,Living Proof 每日圆满干洗喷雾 ,220,2833,1803,16468
587645936029,舒冠 洗发水 ,39.9,9652,10266,35616
575520942444,HERCODO/草安堂 薰衣草洗发水750ml ,29.9,1619,2590,2770
587221204408,COCOESSENCE/遇见香芬 洗发水沐浴露 ,69.8,535,652,1456
565102825070,黛丝恩Moist Diane植萃损伤修护无硅油洗发水护发素套装480ml ,192,590,1823,8430
589242050605,魔莉舍 玫瑰精油丝滑洗发露 ,49.9,8308,9073,42274
587689581058,潘婷洗发水护发素套装组合装乳液修护顺滑男女士官方旗舰 ,59.9,374,120,392
557838894515,Batiste/碧缇丝 免水洗喷雾 ,59,2654,10119,18452
564211977491,汉喜 荷塘月色洗发水2瓶装 ,58,486,2347,2388
575576375741,Matin Rosie/玛汀露丝 蓝风铃轻柔飘逸香水洗发水 ,79.8,426,541,6316
587046600121,LUX/力士 柔亮洗发乳(水润丝滑) ,59.9,932,1026,978
578320773306,PWU朴物大美小苍兰洗发水护发素套装500ml*2持久留香无硅油洗发水 ,129.9,9717,22284,110532
590477143042,简美 小苍兰滋养洗发乳 ,89.9,2214,2351,5028
545175437047,RYO/吕 棕吕洗发水护发素 ,32,142,1029,2020
587925391638,Shiseido/资生堂 护理道轻盈丝逸系列洗发露 ,304,14,4,42
587803701818,Mixxlab觅研氨基酸健发洗护套装蓬松控油清爽洗发水男女 ,158,6905,3147,13400
594147291512,艾君防脱发育发洗发水女士防掉发断发固发生姜洗发水液露营养液 ,49.9,1985,805,5150
595402422756,小苍兰洗发水网红款持久留香味男女去屑止痒控油洗头发护发素套装 ,59,3582,1534,3290
521989838231,Shiseido/资生堂 水之密语洗发露 ,59,77,466,1270
15823130413,oba/欧芭 5印象系列双重功效洗发乳 ,99,432,1685,3108
565579786971,Greenkosy/绿色溪谷 柔炫丝滑去屑洗发乳 ,119,1010,2844,7622
594153151633,滋源无硅油洗发水控油男女修复干枯毛躁官方旗舰店官网正品750ml ,79,206,83,210
44822262918,obeis/欧贝斯 去屑洗发露（滋养柔顺型） ,28.8,2996,9776,8186
589026677318,日本amino mason氨基酸清爽控油男女士洗发水护发素套装450ml*2 ,278,590,453,2358
44647082305,JANESE/珍妮诗 焗油滋润二合一洗发露 ,36.8,1121,11220,8584
585007374660,HAIR RECIPE/发の食谱 无花果清爽丰盈洗发水530ml ,99,33,28,272
556938031354,日本资生堂玛馨妮香氛洗发水护发素套装女无硅油香水型洗发露蓬松 ,146,1423,5494,24278
549616687040,L'OREAL /欧莱雅 茶树植萃去屑净油洗发露 ,49.9,4897,18499,12068
574552349665,CLEAR/清扬 清扬男士活力运动去屑洗发露 ,62.9,7651,19079,7410
531977860671,施华蔻8金纯盈润精油无硅油洗发水护发洗护套装修护毛燥1.4L ,189,115,915,12560
551051551586,施华蔻8金纯盈润精油无硅油洗发水露护发素洗头膏洗护套装共800ml ,129,51,685,1850
559906689739,阿道夫 茶麸无硅油洗发水(舒缓净漾) ,79,297,679,1620
539912520810,阿道夫 轻柔丝滑洗发水420ml ,65,491,3026,4172
564317787399,REJOICE/飘柔 香氛洗发露滋养柔滑 ,89,44069,65568,142706
539204176008,潘婷 丝质顺滑洗发露 ,99.9,5367,40445,48130
543504011647,阿道夫轻柔组合套装正品洗发水沐浴露护发素洗护沐浴三件套家庭装 ,143,184,9539,12068
564660941993,阿道夫 滋润修护洗发水680ml ,79,116,1121,1740
568670054261,RYO/吕 花茶清漾凝润保湿护发乳(中干性头发) ,88,32,99,354
592206446007,【官方正品】吕男士参海水润舒爽保湿无硅油洗发水新品200ml ,58,51,24,58
566343082673,海飞丝（Head & Shoulders）幽香馥郁去屑洗发露洗发水750ml/瓶 ,59.8,20,49,66
41794634655,海飞丝 去屑洗发露(怡神冰凉型) ,59.9,70,94,128
35177735437,海飞丝 丝源复活组合头皮净化洗发露530ml ,65.9,61,245,490
574910789507,海飞丝洗发水1000ml袋装丝质柔滑控油去屑止痒男女旗舰店官方旗舰 ,39.9,523,568,794
19557186903,海飞丝去屑洗发水/洗发露700ml清爽去油去屑洗发乳 洗发膏 ,49.9,271,388,440
43591917683,欧莱雅美发透明质酸水润控油补水保湿无硅油洗发水套装2.1L正品 ,156,81,3008,11310
39212213871,L'OREAL/欧莱雅 精油润养去屑洗发露 ,40,72,470,1614
558450621209,韩国LG睿嫣进口润膏无硅油洗护合一洗发水洗发露250ml*2瓶 ,69,8321,18716,36626
543286625264,日本熊野油脂进口马油无硅油防脱洗发水+护发素洗护套装 2瓶 ,75,9029,21979,37748
22522371200,【屈臣氏】 施华蔻水凝胶原修护洗发露600mlx2件 补水滋养保湿 ,143,30,15,52
582617765958,屈臣氏 Hair Recipe发之食谱无花果洗护套装 清爽丰盈洗发水 ,129,939,823,3642
578415241966,施华蔻羊绒脂烫染修护洗发水护发素套装防毛躁洗头膏润发素1.6L ,79.9,181,465,1268
560338727270,施华蔻洗发水朱一龙氨基酸多效修护洗护套装护发素改善干枯防毛躁 ,48,92,154,360
542838264046,L＇oreal/欧莱雅 丝泉净化洗发水 ,61,123,219,410
552694589338,清扬去屑洗发露樱花沁爽型750ml 洗发乳 ,99,177,76,202
556031036850,日本进口资生堂洗发水丝蓓绮滢艳润养洗发露500ml*1瓶顺滑滋养 ,108,14,19,50
587803701818,Mixxlab觅研氨基酸健发洗护套装蓬松控油清爽洗发水男女 ,158,6905,3147,13400
594147291512,艾君防脱发育发洗发水女士防掉发断发固发生姜洗发水液露营养液 ,49.9,1985,805,5150
595402422756,小苍兰洗发水网红款持久留香味男女去屑止痒控油洗头发护发素套装 ,59,3582,1534,3290
521989838231,Shiseido/资生堂 水之密语洗发露 ,59,77,466,1270
587576235482,Shiseido/资生堂 惠润柔净洗发露(绿野芳香) ,66,21,8,142
15823130413,oba/欧芭 5印象系列双重功效洗发乳 ,99,432,1685,3108
565579786971,Greenkosy/绿色溪谷 柔炫丝滑去屑洗发乳 ,119,1010,2844,7622
594153151633,滋源无硅油洗发水控油男女修复干枯毛躁官方旗舰店官网正品750ml ,79,206,83,210
44822262918,obeis/欧贝斯 去屑洗发露（滋养柔顺型） ,28.8,2996,9776,8186
589026677318,日本amino mason氨基酸清爽控油男女士洗发水护发素套装450ml*2 ,278,590,453,2358
525525092988,日本进口资生堂洗发水 惠润柔净鲜花芳香洗发露220ml 柔软顺滑 ,33,7,20,72
44647082305,JANESE/珍妮诗 焗油滋润二合一洗发露 ,36.8,1121,11220,8584
585007374660,HAIR RECIPE/发の食谱 无花果清爽丰盈洗发水530ml ,99,33,28,272
556938031354,日本资生堂玛馨妮香氛洗发水护发素套装女无硅油香水型洗发露蓬松 ,146,1423,5494,24278
574980412958,HAIR RECIPE/发の食谱 蜂蜜富养水润洗发水530ml ,99,519,1167,3466
568789016173,熊野油脂 无硅油马油洗发水 ,45,1754,6974,13108
587042307452,飘柔洗发水护发素1730ml套装焗油护理男士女士旗舰店官方旗舰正品 ,69.9,321,164,234
569209711768,Romano/罗曼诺 清爽控油洗发露 ,39.9,654,1502,2170
585569729982,MiriamQuevedo/迷莲卡薇 极致鱼子酱特效防脱发洗发水 ,268,972,319,2860
592708845496,海瑟薇控油柔顺生姜氨基酸洗发水护发素套装清爽蓬松男女士洗发露 ,99,1449,525,6066
544774113213,法国toofruit多果肤有机儿童洗发水3-12岁男女孩无硅油洗发露进口 ,89,967,1275,2958
9326726472,资生堂水之密语净澄水活洗护套装600ml倍润型凝润水护洗发水女 ,99,16,113,1980
40901650295,阿玛施 阿玛施滋养柔顺护发洗发水(大地) ,99,343,1595,3688
570748317177,mese/美多丝 美多丝洗发水护发素 ,138,315,1124,2184
8981489316,Swisson/蕴特优能 优能抑脂平衡调理露 ,168,562,2289,6674
585753603714,澳兰黛孕妇洗发水孕妇专用天然纯洗头膏洗发露月子产妇怀孕哺乳期 ,42,1246,2509,1970
554755691869,SYOSS/丝蕴 无硅水润洗发露 ,17.9,991,6125,8232
540519689624,George caroll/乔治卡罗尔 男士香水洗发露 ,99.9,245,5223,5702
557451178709,简美 小苍兰滋养洗发乳 ,89.9,865,9006,17442
571303071098,George caroll/乔治卡罗尔 海洋洗发水沐浴露 ,65.9,561,999,886
578707791021,迪彩 鲜榨小种姜汁洗发乳 ,58,720,48301,11616
586269598687,botanist 樱花洗发水 ,125,952,1045,5076
571303071098,George caroll/乔治卡罗尔 海洋洗发水沐浴露 ,65.9,561,999,886
578707791021,迪彩 鲜榨小种姜汁洗发乳 ,58,720,48301,11616
586269598687,botanist 樱花洗发水 ,125,952,1045,5076
550338150369,阿芙 迷迭香头皮清洁精油洗发露 ,79,1810,7235,9772
593815503721,日本amino mason氨基酸修护无硅油洗发水头皮护理男女洗发露450ml ,148,744,366,2482
533953613386,植观 Luise油我决定清爽控油洗护套装 ,188,798,4993,17702
575958717490,祖马龙小苍兰洗发水套装女士香水型香味持久柔顺网红同款洗头膏正 ,49,751,2272,5238
550537929517,阿迪达斯洗发露控油男士 家庭装洗发膏洗发水沐浴露套装去屑止痒 ,39.9,483,413,828
584697556998,HAIR RECIPE/发の食谱 Hair Recipe发之食谱蜂蜜滋润无硅油水果洗发水530ml+530g进口 ,169,11,12,128
592725931621,PRIME BLUE/尊蓝 尊蓝蓝调香氛洗发露 ,64.99,14792,14851,10064
557393365893,SAVOL/章华 牛油果损伤修护洗发水 ,29,7474,12260,5318
575984707520,KASIPA h精草650ml洗护 ,280,202,255,376
558842854698,黛丝恩Moist Diane摩洛哥精油洗发水护发素套装受损修护500ml ,148,454,2070,6268
560123762694,施华蔻斐丝丽芍药丝柔洗发水护发素套装1.36L香氛洗护洗发润发乳 ,79,934,4948,11500
592870746326,吻序 德生源育发健发养发液 ,79,2077,1542,4462
578207976958,杜兰轩尼丝 杜兰轩尼丝艾草鲜萃洗发露 ,59,1386,1546,1104
595084626918,LAVER莱薇尔防脱育发洗发水防脱发育发固发洗发液去油育发生男女 ,198,293,179,306
558790261238,黛丝恩Moist Diane摩洛哥精油无硅油洗发水护发素套装500ml ,148,681,3120,7714
538661470431,好迪 好迪男士去屑止痒控油洗发水清爽去油深层清洁洗发露买一送一送200ml ,39.9,1371,5076,2622
552809219764,施华蔻斐丝丽睡莲柔顺洗发水护发素1.36L套装香氛洗护家庭套装 ,79,1256,15669,29956
558773436813,RYO/吕 吕滋养韧发密集强韧洗发水(油性头皮) 400ml ,97.9,9162,16435,17416
20135274486,海飞丝 男士去油洗发水 ,22.39,2164,31388,6324
586614481856,【态度瓶】施华蔻8金纯盈润精油无硅油洗发水洗头膏洗护套装1.2L ,149,37,51,178
586897143091,【态度瓶】施华蔻多效修护19氨基酸洗发水护发男女士洗护套装1.2L ,129,90,64,238
596055319353,阿道夫 轻柔丝滑洗发水中样 ,21,300,767,468
38247321950,阿道夫洗沐套装控油清爽洗发水+魔红诱惑沐浴露  持久留香 ,172,32,103,168
561944730438,潘婷 排浊赋能头皮洗发露 ,129,1707,12286,27856
564304721129,海飞丝 无硅油450+200净化露 ,105,538,1439,3332
566434571434,海飞丝 去屑洗发露(恬雅清新) ,59.8,23,255,248
592211450034,【官方正品】吕男士参海水润舒爽保湿无硅油洗发水新品400ml ,108,45,28,60
565074252521,【官方正品】黑吕洗发水护发素改善毛躁臻参洗护套装香400ml*2 ,188.8,2498,3992,11078
562185124194,海飞丝 去屑洗发露黑亮*强韧型 ,39.9,17,21,36
579942289247,海飞丝清爽去油洗发水套装700MLx2+200ml ,99.9,39,149,156
541246297654,L＇oreal/欧莱雅 多效修复无硅洗发露 ,40,29,109,292
